Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,Unnamed: 20,PubMed_ID,Study_Design,Funding_Info,Funding_Info_cleaned,Individual_NIH_Grant_Costs,Total_NIH_Funding_Cost
70541.0,Land subsidence analysis using synthetic aperture radar data,(B/T) Urban Planning;(ENV) Environmental Sciences;(PHY) Geology;,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, 430079, China; Lulea University of Technology, Lulea, 971 87, Sweden; School of Earth Science and Engineering, Majoring in Geodesy and Survey Engineering, Hohai University, Nanjing, China; School of Geodesy and Geomatics, Wuhan University, 430072, Wuhan, China; Department of Plant and Environmental Sciences, New Mexico State University, 3170S Espina Str., Las Cruces, NM, 88003-8001, USA; School of Computing Engineering and Physical Sciences, University of West of Scotland, UK;",Heliyon,Elsevier - Cell Press,China;Sweden;United Kingdom;United States,Rida Bokhari;Hong Shu;Aqil Tariq;Nadhir Al-Ansari;Rufat Guluzade;Ting Chen;Ahsan Jamil;Muhammad Aslam,,Research Article;,3/18/2026 0:00,10.1016/j.heliyon.2026.e44782,0.0,3/19/2023 0:00,10.1016/j.heliyon.2023.e14690,36967928.0,Retraction,Concerns/Issues about Referencing/Attributions;Investigation by Journal/Publisher;Objections by Author(s);Unreliable Results and/or Conclusions;,No,,,36967928,Journal Article,,,,0.0
70537.0,Facile hydrothermal synthesis of BiVO4 nanomaterials for degradation of industrial waste,(PHY) Chemistry;(PHY) Materials Science;(PHY) Nanotechnology;,"Department of Physics, Faculty of Science, University of Gujrat, Hafiz Hayat Campus, Gujrat, 50700, Pakistan; Department of Physics, University of Okara, Okara, Pakistan; Department of Zoology, Faculty of Science, University of Gujrat, Hafiz Hayat Campus, Gujrat, 50700, Pakistan; Department of Physics, University of Puerto Rico - Rio Piedras, San Juan, PR, 00925, USA; Department of Chemistry, College of Science, King Saud University, P.O. Box 2455, Riyadh, 11451, Saudi Arabia; Department of Chemistry, AN-Najah National University, P.O. Box 7, Nablus, Palestine;",Heliyon,Elsevier - Cell Press,Pakistan;Palestine;Saudi Arabia;United States,Muhammad Salim Mansha;Tahir Iqbal;Muhammad Farooq;Khalid Nadeem Riaz;Sumera Afsheen;Muhammad Shehzad Sultan;Nabil Al-Zaqri;Ismail Warad;Arslan Masood,,Research Article;,3/12/2026 0:00,10.1016/j.heliyon.2026.e44726,0.0,5/4/2023 0:00,10.1016/j.heliyon.2023.e15978,37215909.0,Retraction,Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Referencing/Attributions;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/E9642E5BCDD6727B8E8A59A8522F3C,,37215909,Journal Article,,,,0.0
70496.0,Computer-aided teaching and learning of basic elementary functions,(B/T) Technology;(PHY) Mathematics;(SOC) Education;,"College of Education Science and Technology, Nanjing University of Posts and Telecommunications, Nanjing, China; Center for Research and Reform in Education, Johns Hopkins University, Baltimore, USA; School of Teacher Education, Nanjing Xiaozhuang University, Nanjing, China;",Heliyon,Elsevier - Cell Press,China;United States,Huaruo Chen;Ya Wen;Jiuren Jin,,Research Article;,3/3/2026 0:00,10.1016/j.heliyon.2026.e44668,0.0,5/3/2023 0:00,10.1016/j.heliyon.2023.e15987,37215919.0,Retraction,Concerns/Issues about Referencing/Attributions;Error in Text;Investigation by Journal/Publisher;Objections by Author(s);Unreliable Results and/or Conclusions;,No,,,37215919,Journal Article,,,,0.0
70461.0,Targeted immunotherapy for HER2-low breast cancer with 17p loss,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Toxicology;,"Department of Medical and Molecular Genetics, Indiana University School of Medicine, Indianapolis, IN 46202, USA; Heidelberg Pharma Research GmbH, Ladenburg 68526, Germany; Department of Pharmacology and Toxicology, Indiana University School of Medicine, Indianapolis, IN 46202, USA; Departments of Surgery and Urology, Immunobiology and Transplant Science Center, Houston Methodist Cancer Center, Houston Methodist Research Institute, Houston Methodist Hospital, Houston, TX 77030, USA; Department of Medicine, Weill Cornell Medicine of Cornell University, New York, NY 10065, USA; Indiana University Melvin and Bren Simon Cancer Center, Indiana University School of Medicine, Indianapolis, IN 46202, USA; Division of Hematology/Oncology, Department of Medicine, Indiana University School of Medicine, Indianapolis, IN 46202, USA Department of Surgery, Indiana University School of Medicine, Indianapolis, IN 46202, USA; Indiana University Center for Computational Biology and Bioinformatics, Indiana University School of Medicine, Indianapolis, IN 46202, USA;",Science Translational Medicine,American Association for the Advancement of Science (AAAS),Germany;United States,Yujing Li;Yifan Sun;Michael Kulke;Torsten Hechler;Kevin Van der Jeught;Tianhan Dong;Bin He;Kathy D Miller;Milan Radovich;Bryan P Schneider;Andreas Pahl;Xinna Zhang;Xiongbin Lu,https://retractionwatch.com/2026/04/15/game-changer-breast-cancer-study-retracted-as-indiana-researcher-out-of-his-post/,Research Article;,4/15/2026 0:00,10.1126/scitranslmed.aeh3593,41984934.0,2/10/2021 0:00,10.1126/scitranslmed.abc6894,33568521.0,Retraction,Falsification/Fabrication of Image;Investigation by Company/Institution;Misconduct - Official Investigation(s) and/or Finding(s);Misconduct by Author;Objections by Author(s);,No,see also: https://pubpeer.com/publications/D0D97D0392634683B3C1E237C30978,,33568521,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Retracted Publication",NCI NIH HHS (R01 CA203737); NCI NIH HHS (R01 CA211861); NCI NIH HHS (R21 CA213535),CA203737; CA211861; CA213535,3381243.00; 1752744.00; 393730.00,5527717.0
70428.0,Enhancing Core-Set Active Learning: Unlocking New Frontiers in Text Classification,(B/T) Data Science;,"Independent Researcher, Austin, TX, USA;",NLPIR '24: Proceedings of the 2024 8th International Conference on Natural Language Processing and Information Retrieval,Association for Computing Machinery (ACM),United States,Anagha Narasimha Joshi,https://retractionwatch.com/?s=%22Association+for+Computing+Machinery%22,Conference Abstract/Paper;,1/14/2026 0:00,10.1145/3711542.3711606,0.0,4/13/2025 0:00,10.1145/3711542.3711606,0.0,Retraction,Breach of Policy by Author;Plagiarism of/in Article;Taken from Dissertation/Thesis;,No,,,No valid PMID,Unknown,,,,0.0
70415.0,Identification and characterization of major bioactive compounds from Andrographis paniculata (Burm. f.) extracts showed multi-biomedical applications,(BLS) Biochemistry;(BLS) Plant Biology/Botany;(HSC) Medicine - Pharmacology;,"Faculty of Applied Technology, School of Technology, Van Lang University, Ho Chi Minh City, Vietnam; Department of Physics and Astronomy, College of Science, King Saud University, P. O. Box 2455, Riyadh 11451, Saudi Arabia; Department of Science and Technology, King Saud University, P.O. Box-2454, Riyadh, 11451, Saudi Arabia; Department of Chemistry and Biochemistry, The Ohio State University, 151 W. Woodruff Ave, Columbus, OH, 43210, USA;",Environmental Research,Elsevier,Saudi Arabia;United States;Vietnam,Tan Phat Chau;Sandhanasamy Devanesan;Rashid Ayub;Karthikeyan Perumal,,Research Article;,3/13/2026 0:00,10.1016/j.envres.2026.124185,41830728.0,12/1/2023 0:00,10.1016/j.envres.2023.117763,38029828.0,Retraction,Author Unresponsive;Breach of Policy by Author;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Image;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/EEFE62AA18D11F27B3F39163F490CA,,38029828,Journal Article; Retracted Publication,,,,0.0
70343.0,Genetic Architecture Modulates Diet-Induced Hepatic mRNA and miRNA Expression Profiles in Diversity Outbred Mice,(BLS) Biochemistry;(BLS) Genetics;(BLS) Nutrition;,"Western Human Nutrition Research Center, Agricultural Research Service, US Department of Agriculture, Davis, California 95616; Department of Nutrition, University of California, Davis, California; Curriculum in Genetics and Molecular Biology, University of North Carolina at Chapel Hill, North Carolina; Nutrition Research Institute, University of North Carolina at Chapel Hill, Kannapolis, North Carolina; Department of Genetics, University of North Carolina at Chapel Hill, North Carolina; Department of Biomedical Sciences, College of Veterinary Medicine, Cornell University, Ithaca, New York;",Genetics,Oxford University Press,United States,Excel Que;Kristen L James;Alisha R Coffey;Tangi L Smallwood;Jody Albright;M Nazmul Huda;Daniel Pomp;Praveen Sethupathy;Brian J Bennett,,Research Article;,7/14/2021 0:00,10.1093/genetics/iyab067,34849861.0,8/6/2020 0:00,10.1534/genetics.120.303481,32763908.0,Retraction,Error in Data;Retract and Replace;,No,see also: https://academic.oup.com/genetics/article/218/3/iyab068/6321522,,32763908,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Retracted Publication",NIDDK NIH HHS (P30 DK056350); NIDDK NIH HHS (R01 DK105965); NHLBI NIH HHS (R01 HL128572),DK056350; DK105965; HL128572,57052828.00; 1389188.00; 1380000.00,59822016.0
70337.0,AECT: Accurate Energy Efficient Contact Tracing Using Smart Phones for Infectious Disease Detection,(B/T) Computer Science;(B/T) Technology;(HSC) Medicine - Infectious Disease;(HSC) Public Health and Safety;(PHY) Energy;,"Department of Electrical Engineering, École de Technologie Supérieure., Canada; Department of Computer Science, Kennesaw State University, USA; Department of Electrical and Computer Engineering, COMSATS University Islamabad, Pakistan;",ACM Transactions on Sensor Networks (TOSN),Association for Computing Machinery (ACM),Canada;Pakistan;United States,Ali Ranjha;Tu N Nguyen;Muhammad Awais Javed,https://retractionwatch.com/?s=%22Association+for+Computing+Machinery%22,Research Article;,3/9/2026 0:00,10.1145/3561304,0.0,9/2/2022 0:00,10.1145/3561304,0.0,Retraction,Compromised Peer Review;Concerns/Issues about Article;False/Forged Affiliation;Investigation by Journal/Publisher;Lack of Approval from Third Party;Misconduct by Third Party;Rogue Editor;,No,,,No valid PMID,Unknown,,,,0.0
70335.0,The hidden fitness of the male zebra finch courtship song,(BLS) Zoology;,"Department of Neuroscience, UT Southwestern Medical Center, Dallas, TX, USA; O’Donnell Brain Institute, UT Southwestern Medical Center, Dallas, TX, USA;",Nature,Springer - Nature Publishing Group,United States,Danyal Alam;Fayha Zia;Todd F Roberts,,Research Article;,4/15/2026 0:00,10.1038/s41586-026-10483-x,41986728.0,3/20/2024 0:00,10.1038/s41586-024-07207-4,38509376.0,Retraction,Concerns/Issues about Methods;Unreliable Results and/or Conclusions;,No,,,38509376,"Journal Article; Research Support, N.I.H., Intramural; Retracted Publication",NINDS NIH HHS (F99 NS124172); NIDCD NIH HHS (R01 DC020333); NINDS NIH HHS (R01 NS102488); NINDS NIH HHS (R01 NS108424),NS124172; DC020333; NS102488; NS108424,154513.00; 4100801.00; 4314348.00; 3088757.00,11658419.0
70310.0,Support based metal incorporated layered nanomaterials for photocatalytic degradation of organic pollutants,(ENV) Environmental Sciences;(PHY) Materials Science;(PHY) Nanotechnology;,"Department of Chemistry, The University of Lahore, Lahore Pakistan; Department of Environmental Sciences, Government College University Faisalabad, Faisalabad, 38000, Pakistan; Biomedical Engineering Department, Stevens Institute of Technology, Hoboken, NJ, 07030, USA; Institute of Chemical Sciences, Bahauddin Zakariya University, Multan, 60800, Pakistan; Shandong Technology Centre of Nanodevices and Integration, School of Microelectronics, Shandong University, Jinan, 250101, China; Department of Zoology, Government College University Faisalabad, Pakistan; Department of Biological Sciences and Technology, China Medical University, Taichung, 40402, Taiwan; Departamento de Ingeniería Mecánica, Facultad de Ingeniería, Universidad de Tarapacá, Avda. General Velásquez 1775, Arica, Chile;",Environmental Research,Elsevier,Chile;China;Pakistan;Taiwan;United States,Awais Ahmad;Arsh E Noor;Aneela Anwar;Saadat Majeed;Safia Khan;Zaib Ul Nisa;Shafaqat Ali;Lalitha Gnanasekaran;Saravanan Rajendran;Hu Li,,Review Article;,3/13/2026 0:00,10.1016/j.envres.2026.124188,41830727.0,6/23/2024 0:00,10.1016/j.envres.2024.119481,38917930.0,Retraction,Concerns/Issues about Authorship/Affiliation;Investigation by Journal/Publisher;,No,,,38917930,Journal Article; Review; Retracted Publication,,,,0.0
70309.0,"Design and Evaluation of S-Protected Thiolated-Based Itopride Hydrochloride Polymeric Nanocrystals for Functional Dyspepsia: QbD-Driven Optimization, In Situ, In Vitro, and In Vivo Investigation",(HSC) Medicine - Drug Design;(HSC) Medicine - Gastroenterology;(HSC) Medicine - Pharmacology;,"Department of Pharmaceutics, College of Pharmacy, Umm Al-Qura University, Makkah 24381, Saudi Arabia; ThermoFisher Scientific, Cincinnati, OH 45237, USA; Department of Pharmaceutics, Faculty of Pharmacy, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Center of Innovation in Personalized Medicine (CIPM), 3D Bioprinting Unit, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Department of Pharmaceutics, Sri Adichunchanagiri College of Pharmacy, Adichunchanagiri University, B.G Nagara, Karnataka 571448, India; CURE Pharmaceutical, Oxnard, CA 93033, USA; Department of Medical Laboratory Sciences, Faculty of Applied Medical Sciences, King Abdulaziz University, Jeddah 21589, Saudi Arabia; Department of Pharmaceutics, College of Pharmacy, Jazan University, Jazan 45142, Saudi Arabia; Department of Medical Laboratory Sciences, College of Applied Medical Sciences, Prince Sattam bin Abdulaziz University, Al-Kharj 11942, Saudi Arabia; Department of Pharmacology and Toxicology, Faculty of Pharmacy, King Abdulaziz University, Jeddah 21589, Saudi Arabia;",Pharmaceuticals,MDPI,India;Saudi Arabia;United States,Moutaz Y Badr;Pratap Basim;Khaled M Hosny;Waleed Y Rizg;N Raghavendra Naveen;Mallesh Kurakula;Fayez Alsulaimani;Awaji Y Safhi;Fahad Y Sabei;Mohammed Alissa;Abdulmohsin J Alamoudi,,Research Article;,4/8/2026 0:00,10.3390/ph19040599,41954508.0,6/25/2023 0:00,10.3390/ph16070925,37513837.0,Retraction,Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Objections by Author(s);Original Data and/or Images not Provided and/or not Available;Unreliable Results and/or Conclusions;,No,See also: https://pubpeer.com/publications/30DDCFCF4925C0DD401AA9810AC0A3,,37513837,Journal Article; Retracted Publication,,,,0.0
70275.0,Somatic mutation of the cohesin complex subunit confers therapeutic vulnerabilities in cancer,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Genetics;,"Institute of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China; Department of Cancer Biology, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA; Department of Medical and Molecular Genetics, Indiana University School of Medicine, Indianapolis, Indiana, USA; Indiana University Melvin and Bren Simon Cancer Center, Indiana University School of Medicine, Indianapolis, Indiana, USA; Department of Surgery, Indiana University School of Medicine, Indianapolis, Indiana, USA; Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana, USA; Department of Biomedical Engineering, Ohio State University, Columbus, Ohio, USA; Fischell Department of Bioengineering, University of Maryland, College Park, Maryland, USA; Martha and Stewart Greenebaum Comprehensive Cancer Center, University of Maryland, Baltimore, Maryland, USA; Drug Discovery Laboratory, School of Pharmacy, Shanghai University of Traditional Chinese Medicine, Shanghai, China; Center for Computational Biology and Bioinformatics, Indiana University School of Medicine, Indianapolis, Indiana, USA;",The Journal of Clinical Investigation (JCI),American Society of Clinical Investigation,China;United States,Yunhua Liu;Hanchen Xu;Kevin Van der Jeught;Yujing Li;Sheng Liu;Lu Zhang;Yuanzhang Fang;Xinna Zhang;Milan Radovich;Bryan P Schneider;Xiaoming He;Cheng Huang;Chi Zhang;Jun Wan;Guang Ji;Xiongbin Lu,https://retractionwatch.com/2026/04/15/game-changer-breast-cancer-study-retracted-as-indiana-researcher-out-of-his-post/,Research Article;,1/16/2026 0:00,10.1172/JCI202472,41542768.0,4/12/2018 0:00,10.1172/JCI98727,29649003.0,Retraction,Falsification/Fabrication of Data;Investigation by Company/Institution;Misconduct - Official Investigation(s) and/or Finding(s);Misconduct by Author;Objections by Author(s);,No,,,29649003,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Retracted Publication",NCI NIH HHS (P30 CA023168); NCI NIH HHS (P30 CA082709); NCI NIH HHS (R01 CA203737); NCI NIH HHS (R01 CA206366),CA023168; CA082709; CA203737; CA206366,104422051.00; 91661389.00; 3381243.00; 1934614.00,201399297.0
70274.0,Atractylenolide I enhances responsiveness to immune checkpoint blockade therapy by activating tumor antigen presentation,(BLS) Biochemistry;(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Biology - Molecular;,"Institute of Digestive Diseases, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China; Department of Medical and Molecular Genetics, Indiana University School of Medicine, Indianapolis, Indiana, USA; Center for Computational Biology and Bioinformatics, Indiana University School of Medicine, Indianapolis, Indiana, USA; Department of Biochemistry and Molecular Biology, Indiana University School of Medicine, Indianapolis, Indiana, USA; Proteomics Core Facility, Indiana University School of Medicine, Indianapolis, Indiana, USA; Fischell Department of Bioengineering, University of Maryland, College Park, Maryland, USA; Marlene and Stewart Greenebaum Comprehensive Cancer Center, University of Maryland, Baltimore, Maryland, USA; Melvin and Bren Simon Cancer Center, Indiana University School of Medicine, Indianapolis, Indiana, USA; Department of Pathology and Laboratory Medicine, Indiana University School of Medicine, Indianapolis, Indiana, USA; Drug Discovery Laboratory, School of Pharmacy, Shanghai University of Traditional Chinese Medicine, Shanghai, China;",The Journal of Clinical Investigation (JCI),American Society for Clinical Investigation,China;United States,Hanchen Xu;Kevin Van der Jeught;Zhuolong Zhou;Lu Zhang;Tao Yu;Yifan Sun;Yujing Li;Changlin Wan;Ka Man So;Degang Liu;Michael Frieden;Yuanzhang Fang;Amber L Mosley;Xiaoming He;Xinna Zhang;George E Sandusky;Yunlong Liu;Samy O Meroueh;Chi Zhang;Aruna B Wijeratne;Cheng Huang;Guang Ji;Xiongbin Lu,https://retractionwatch.com/2026/04/15/game-changer-breast-cancer-study-retracted-as-indiana-researcher-out-of-his-post/,Research Article;,1/16/2026 0:00,10.1172/JCI202473,41542769.0,4/8/2021 0:00,10.1172/JCI146832,33830945.0,Retraction,Falsification/Fabrication of Data;Investigation by Company/Institution;Misconduct - Official Investigation(s) and/or Finding(s);Misconduct by Author;Objections by Author(s);,No,,,33830945,"Journal Article; Research Support, Non-U.S. Gov't; Retracted Publication",,,,0.0
